1-2 toe syndactyly	HP:0010711
Interstitial pneumonitis	HP:0006515
Intervertebral disc degeneration	HP:0008419
Intervertebral disk calcification	HP:0005645
Intervertebral space narrowing	HP:0002945
Intestinal atresia	HP:0011100
Intestinal bleeding	HP:0002584
Intestinal carcinoid	HP:0006723
Intestinal edema	HP:0005225
Intestinal fistula	HP:0100819
Intestinal hypoplasia	HP:0005245
Intestinal lymphangiectasia	HP:0002593
Intestinal malrotation	HP:0002566
Intestinal obstruction	HP:0005214
Intestinal perforation	HP:0031368
Intestinal polyp	HP:0005266
Intestinal polyposis	HP:0200008
Intestinal pseudo-obstruction	HP:0004389
Intimal thickening in the coronary arteries	HP:0005292
Intolerance to protein	HP:0001984
Intra-epidermal blistering	HP:0033802
Intra-oral hyperpigmentation	HP:0010284
Intraalveolar nodular calcifications	HP:0006514
Intraalveolar phospholipid accumulation	HP:0006517
Intraaxonal accumulation of curvilinear autofluorescent lipopigment storage material	HP:0006916
Intracellular accumulation of autofluorescent lipopigment storage material	HP:0003204
Intracerebral periventricular calcifications	HP:0007229
Intracranial arterial calcification	HP:0031306
Intracranial cystic lesion	HP:0010576
Intracranial hemorrhage	HP:0002170
Intracranial meningioma	HP:0100009
Intractable diarrhea	HP:0002041
Intrahepatic bile duct cysts	HP:0005209
Intrahepatic bile duct dilatation	HP:0033149
Intrahepatic biliary atresia	HP:0005248
Intrahepatic biliary dysgenesis	HP:0001401
Intrahepatic cholestasis	HP:0001406
Intrahepatic cholestasis with episodic jaundice	HP:0006575
Intralobular septal thickening	HP:0033638
Intramuscular hematoma	HP:0012233
Intraretinal exudate	HP:0007989
Intrauterine growth retardation	HP:0001511
Intraventricular arachnoid cyst	HP:0012488
Intraventricular hemorrhage	HP:0030746
Intrinsic hand muscle atrophy	HP:0008954
Intussusception	HP:0002576
Invasive dermatophyte infection	HP:0032516
Inverted nipples	HP:0003186
Involuntary movements	HP:0004305
Iridescent posterior subcapsular cataract	HP:0007889
Iridocyclitis	HP:0001094
Iridodonesis	HP:0100693
Iris atrophy	HP:0001089
Iris coloboma	HP:0000612
Iris cyst	HP:0011523
Iris flocculi	HP:0500007
Iris hypoperfusion	HP:0012635
Iris hypopigmentation	HP:0007730
Iris melanoma	HP:0011524
Iris transillumination defect	HP:0012805
Iritis	HP:0001101
Iron accumulation in brain	HP:0012675
Iron accumulation in globus pallidus	HP:0012677
Iron accumulation in substantia nigra	HP:0012678
Iron deficiency anemia	HP:0001891
Irregular acetabular roof	HP:0008833
Irregular astigmatism	HP:0031792
Irregular capital femoral epiphysis	HP:0005041
Irregular carpal bones	HP:0004236
Irregular dentition	HP:0040079
Irregular distal femoral epiphysis	HP:0006407
Irregular epiphyses	HP:0010582
Irregular femoral epiphysis	HP:0006361
Irregular hyperpigmentation	HP:0007400
Irregular iliac crest	HP:0003796
Irregular menstruation	HP:0000858
Irregular metacarpals	HP:0006160
Irregular myelin loops	HP:0007208
Irregular ossification at anterior rib ends	HP:0006598
Irregular ossification of hand bones	HP:0004280
Irregular ossification of the humeral epiphyses	HP:0003897
Irregular proximal tibial epiphyses	HP:0006456
Irregular sclerosis of hand bones	HP:0004281
Irregular sclerotic endplates	HP:0008476
Irregular tarsal bones	HP:0004688
Irregular tarsal ossification	HP:0008134
Irregular vertebral endplates	HP:0003301
Irregular, rachitic-like metaphyses	HP:0005042
Irregularity of vertebral bodies	HP:0004582
Irregularly shaped sperm tail	HP:0033393
Irregularly spaced teeth	HP:0006316
Irritability	HP:0000737
Ischemic stroke	HP:0002140
Isomerism	HP:0031853
Isometric tremor	HP:0030185
Isosexual precocious puberty	HP:0008236
Isothenuria	HP:0030036
Ivory epiphyses	HP:0010583
Ivory epiphyses of the distal phalanges of the hand	HP:0010252
Ivory epiphyses of the phalanges of the hand	HP:0010234
Ivory epiphyses of the toes	HP:0010168
J wave	HP:0012272
J-shaped sella turcica	HP:0002680
Jaundice	HP:0000952
Jaw hyperreflexia	HP:0033683
Jaw pain	HP:0040264
Jaw swelling	HP:0030793
Jejunal atresia	HP:0005235
Jejunoileal ulceration	HP:0005229
Jerk-locked premyoclonus spikes	HP:0001351
Jerky head movements	HP:0006961
Jerky ocular pursuit movements	HP:0008003
Joint contracture of the 3rd finger	HP:0009319
Joint contracture of the 4th finger	HP:0009274
Joint contracture of the 5th finger	HP:0009183
Joint contracture of the hand	HP:0009473
Joint contractures involving the joints of the feet	HP:0100492
Joint dislocation	HP:0001373
Joint hemorrhage	HP:0005261
Joint hyperflexibility	HP:0005692
Joint hypermobility	HP:0001382
Joint laxity	HP:0001388
Joint stiffness	HP:0001387
Joint subluxation	HP:0032153
Joint swelling	HP:0001386
Junctional ectopic tachycardia	HP:0011716
Juvenile aseptic necrosis	HP:0100323
Juvenile cataract	HP:0001118
Juvenile colonic polyposis	HP:0012198
Juvenile epithelial corneal dystrophy	HP:0007755
Juvenile gastrointestinal polyposis	HP:0004784
Juvenile myelomonocytic leukemia	HP:0012209
Juvenile onset	HP:0003621
Juvenile posterior subcapsular lenticular opacities	HP:0007935
Juvenile rheumatoid arthritis	HP:0005681
Kaposi's sarcoma	HP:0100726
Kayser-Fleischer ring	HP:0200032
Keloids	HP:0010562
Keratan sulfate excretion in urine	HP:0012069
Keratitis	HP:0000491
Keratoacanthoma	HP:0031525
Keratoconjunctivitis	HP:0001096
Keratoconjunctivitis sicca	HP:0001097
Keratoconus	HP:0000563
Keratoglobus	HP:0001119
Keratosis pilaris	HP:0032152
Kernicterus	HP:0001343
Ketoacidosis	HP:0001993
Ketonuria	HP:0002919
Ketosis	HP:0001946
Ketotic hypoglycemia	HP:0012734
Kinetic tremor	HP:0030186
Kinked brainstem	HP:0012793
Knee clonus	HP:0011449
Knee dislocation	HP:0004976
Knee flexion contracture	HP:0006380
Knee joint hypermobility	HP:0045086
Knee osteoarthritis	HP:0005086
Knee pain	HP:0030839
Knuckle pad	HP:0032541
Kyphoscoliosis	HP:0002751
Kyphosis	HP:0002808
L-2-hydroxyglutaric acidemia	HP:0040147
L-2-hydroxyglutaric aciduria	HP:0040144
Labial hypertrophy	HP:0000065
Labial hypoplasia	HP:0000066
Labial melanotic macule	HP:0032454
Labial pseudohypertrophy	HP:0008739
Lack of T cell function	HP:0005354
Lack of bowel sounds	HP:0030145
Lack of facial subcutaneous fat	HP:0005320
Lack of insight	HP:0000757
Lack of peer relationships	HP:0002332
Lack of skin elasticity	HP:0100679
Lack of spontaneous play	HP:0000721
Lacrimal duct aplasia	HP:0007925
Lacrimal duct atresia	HP:0000564
Lacrimal duct stenosis	HP:0007678
Lacrimal gland aplasia	HP:0007656
Lacrimal gland hypoplasia	HP:0007732
Lacrimation abnormality	HP:0000632
Lactescent serum	HP:0031028
Lactic acidosis	HP:0003128
Lacticaciduria	HP:0003648
Lactose intolerance	HP:0004789
Lacunar halos around chondrocytes	HP:0032930
Lacunar stroke	HP:0032325
Lafora bodies	HP:0100318
Lagopthalmos	HP:0030001
Lambdoidal craniosynostosis	HP:0004443
Lamellar cataract	HP:0007971
Lamina lucida cleavage	HP:0003341
Language impairment	HP:0002463
Large basal ganglia	HP:0007048
Large beaked nose	HP:0003683
Large cafe-au-lait macules with irregular margins	HP:0005605
Large carpal bones	HP:0004237
Large central visual field defect	HP:0001129
Large clumps of pigment irregularly distributed along hair shaft	HP:0004527
Large earlobe	HP:0009748
Large elbow	HP:0030865
Large face	HP:0100729
Large fleshy ears	HP:0002265
Large fontanelles	HP:0000239
Large for gestational age	HP:0001520
Large foramen magnum	HP:0002700
Large forehead	HP:0002003
Large hands	HP:0001176
Large hyperpigmented retinal spots	HP:0007658
Large iliac wing	HP:0008818
Large intestinal polyposis	HP:0030255
Large joint dislocations	HP:0005008
Large knee	HP:0030866
Large placenta	HP:0006267
Large posterior fontanelle	HP:0004491
Large sella turcica	HP:0002690
Large sternal ossification centers	HP:0006642
Large tarsal bones	HP:0004679
Large vessel vasculitis	HP:0005310
Laryngeal atresia	HP:0008750
Laryngeal calcification	HP:0008754
Laryngeal carcinoma	HP:0012118
Laryngeal cartilage malformation	HP:0008752
Laryngeal cleft	HP:0008751
Laryngeal dystonia	HP:0012049
Laryngeal edema	HP:0012027
Laryngeal hypoplasia	HP:0008749
Laryngeal papilloma	HP:0033001
Laryngeal stenosis	HP:0001602
Laryngeal stridor	HP:0006511
Laryngeal web	HP:0005950
Laryngomalacia	HP:0001601
Laryngospasm	HP:0025425
Laryngotracheal stenosis	HP:0004894
Laryngotracheomalacia	HP:0008755
Late onset	HP:0003584
Late onset congenital glaucoma	HP:0008041
Late young adult onset	HP:0025710
Late-onset distal muscle weakness	HP:0003810
Late-onset proximal muscle weakness	HP:0003694
Late-onset spinocerebellar degeneration	HP:0006904
Lateral clavicle hook	HP:0000895
Lateral displacement of patellae	HP:0006397
Lateral displacement of the femoral head	HP:0006453
Lateral femoral bowing	HP:0005090
Lateral ventricular asymmetry	HP:0100960
Laterally curved eyebrow	HP:0007733
Laterally extended eyebrow	HP:0011230
Lattice corneal dystrophy	HP:0001149
Lattice retinal degeneration	HP:0007992
Leber optic atrophy	HP:0001112
Left Isomerism	HP:0031854
Left anterior fascicular block	HP:0011711
Left aortic arch with retroesophageal right subclavian artery	HP:0011595
Left atrial enlargement	HP:0031295
Left atrial isomerism	HP:0011537
Left bundle branch block	HP:0011713
Left posterior fascicular block	HP:0005172
Left superior vena cava draining directly to the left atrium	HP:0011669
Left superior vena cava draining to coronary sinus	HP:0011670
Left unicoronal synostosis	HP:0011316
Left unilambdoid synostosis	HP:0011321
Left ventricular diastolic dysfunction	HP:0025168
Left ventricular hypertrophy	HP:0001712
Left ventricular noncompaction	HP:0030682
Left ventricular noncompaction cardiomyopathy	HP:0011664
Left ventricular outflow tract obstruction	HP:0032092
Left ventricular systolic dysfunction	HP:0025169
Left-to-right shunt	HP:0012382
Leg dystonia	HP:0031959
Leg muscle stiffness	HP:0008969
Leiomyosarcoma	HP:0100243
Lens coloboma	HP:0100719
Lens luxation	HP:0012019
Lens subluxation	HP:0001132
Lenticonus	HP:0001142
Lentiglobus	HP:0011527
Lentigo maligna melanoma	HP:0012059
Leptomeningeal enhancement	HP:0032070
Lester's sign	HP:0009781
Lethal infantile mitochondrial myopathy	HP:0009069
Lethal short-limbed short stature	HP:0008909
Lethal skeletal dysplasia	HP:0005716
Lethargy	HP:0001254
Leukemia	HP:0001909
Leukocoria	HP:0000555
Leukocyte inclusion bodies	HP:0040235
Leukocytosis	HP:0001974
Leukodystrophy	HP:0002415
Leukoencephalopathy	HP:0002352
Leukonychia	HP:0001820
Leukopenia	HP:0001882
Levator palpebrae superioris atrophy	HP:0012241
Lewy bodies	HP:0100315
Leydig cell insensitivity to gonadotropin	HP:0002929
Leydig cell neoplasia	HP:0100618
Lichenification	HP:0100725
Lichenoid skin lesion	HP:0031452
Lid lag on downgaze	HP:0025605
Limb apraxia	HP:0030217
Limb ataxia	HP:0002070
Limb duplication	HP:0100524
Limb dysmetria	HP:0002406
Limb dystonia	HP:0002451
Limb fasciculations	HP:0007289
Limb hypertonia	HP:0002509
Limb joint contracture	HP:0003121
Limb muscle weakness	HP:0003690
Limb myoclonus	HP:0045084
Limb pain	HP:0009763
Limb tremor	HP:0200085
Limb undergrowth	HP:0009826
Limb-girdle muscle atrophy	HP:0003797
Limb-girdle muscle weakness	HP:0003325
Limb-girdle muscular dystrophy	HP:0006785
Limbal dermoid	HP:0001140
Limbal edema	HP:0025349
Limbal stem cell deficiency	HP:0032107
Limitation of joint mobility	HP:0001376
Limitation of knee mobility	HP:0010501
Limitation of movement at ankles	HP:0010505
Limitation of neck motion	HP:0005986
Limited elbow extension	HP:0001377
Limited elbow extension and supination	HP:0005852
Limited elbow flexion	HP:0006376
Limited elbow flexion/extension	HP:0005060
Limited elbow movement	HP:0002996
Limited extraocular movements	HP:0007941
Limited head rotation	HP:0033357
Limited hip extension	HP:0003093
Limited hip movement	HP:0008800
Limited interphalangeal movement	HP:0006064
Limited knee extension	HP:0003066
Limited knee flexion	HP:0006389
Limited knee flexion/extension	HP:0005085
Limited mobility of proximal interphalangeal joint	HP:0006217
Limited neck flexion	HP:0005991
Limited neck range of motion	HP:0000466
Limited pronation/supination of forearm	HP:0006394
Limited shoulder movement	HP:0006467
Limited wrist extension	HP:0006251
Limited wrist movement	HP:0006248
Linear IgG deposits along the epidermal basement membrane zone	HP:0031540
Linear arrays of macular hyperkeratoses in flexural areas	HP:0007490
Linear hyperpigmentation	HP:0007546
Linear nevus sebaceous	HP:0010817
Lingual dystonia	HP:0031008
Lip discoloration	HP:0025118
Lip fissure	HP:0031250
Lip hyperpigmentation	HP:0100816
Lip pit	HP:0100267
Lip telangiectasia	HP:0000214
Lipemia retinalis	HP:0000660
Lipid accumulation in hepatocytes	HP:0006561
Lipiduria	HP:0032567
Lipoatrophy	HP:0100578
Lipodystrophy	HP:0009125
Lipogranulomatosis	HP:0040139
Lipoma	HP:0012032
Lipomatous tumor	HP:0012031
Lisch nodules	HP:0009737
Lissencephaly	HP:0001339
Lithoptysis	HP:0032543
Livedo	HP:0033832
Livedo racemosa	HP:0033260
Livedo reticularis	HP:0033505
Liver abscess	HP:0100523
Lobar holoprosencephaly	HP:0006870
Lobulated tongue	HP:0000180
Localized epidermolytic hyperkeratosis	HP:0007559
Localized hirsutism	HP:0009889
Localized neuroblastoma	HP:0006768
Localized osteoporosis	HP:0040161
Localized skin lesion	HP:0011355
Long clavicles	HP:0000890
Long coccyx	HP:0002831
Long distal phalanx of finger	HP:0012299
Long ear	HP:0400004
Long eyebrows	HP:0004523
Long eyelashes	HP:0000527
Long eyelashes in irregular rows	HP:0007740
Long face	HP:0000276
Long fibula	HP:0003085
Long fingers	HP:0100807
Long foot	HP:0001833
Long hairs growing from helix of pinna	HP:0008528
Long hallux	HP:0001847
Long metacarpals	HP:0010493
Long nasal bridge	HP:0033142
Long neck	HP:0000472
Long nose	HP:0003189
Long palm	HP:0011302
Long palpebral fissure	HP:0000637
Long penis	HP:0000040
Long phalanx of finger	HP:0006155
Long philtrum	HP:0000343
Long proximal phalanx of finger	HP:0006127
Long second metacarpal	HP:0006040
Long thorax	HP:0100818
Long thumb	HP:0032524
Long toe	HP:0010511
Long ulna	HP:0003988
Long upper lip	HP:0011341
Long uvula	HP:0010810
Long-chain dicarboxylic aciduria	HP:0008293
Long-segment aganglionic megacolon	HP:0011285
Long-tract signs	HP:0002423
Longitudinal vaginal septum	HP:0008740
Loose anagen hair	HP:0040169
Lop ear	HP:0000394
Loss of Purkinje cells in the cerebellar vermis	HP:0007001
Loss of ability to walk	HP:0006957
Loss of ability to walk in early childhood	HP:0008945
Loss of ability to walk in first decade	HP:0006794
Loss of ambulation	HP:0002505
Loss of consciousness	HP:0007185
Loss of eyelashes	HP:0011457
Loss of facial adipose tissue	HP:0000292
Loss of facial expression	HP:0005327
Loss of gluteal subcutaneous adipose tissue	HP:0009017
Loss of speech	HP:0002371
Loss of subcutaneous adipose tissue from upper limbs	HP:0009056
Loss of subcutaneous adipose tissue in limbs	HP:0003635
Loss of truncal subcutaneous adipose tissue	HP:0009002
Loss of voice	HP:0001686
Loud snoring	HP:0025372
Low 1-minute APGAR score	HP:0030918
Low 5-minute APGAR score	HP:0030919
Low APGAR score	HP:0030917
Low alkaline phosphatase	HP:0003282
Low anterior hairline	HP:0000294
Low back pain	HP:0003419
Low cholesterol esterification rate	HP:0003349
Low frustration tolerance	HP:0000744
Low hanging columella	HP:0009765
Low insertion of columella	HP:0010763
Low intraocular pressure	HP:0032547
Low levels of vitamin A	HP:0004905
Low levels of vitamin B1	HP:0100503
Low levels of vitamin B2	HP:0100504
Low levels of vitamin D	HP:0100512
Low levels of vitamin E	HP:0100513
Low levels of vitamin K	HP:0011892
Low maternal serum estriol	HP:0008073
Low neutrophil alkaline phosphatase	HP:0041044
Low plasma citrulline	HP:0003572
Low posterior hairline	HP:0002162
Low pulse pressure	HP:0030851
Low self esteem	HP:0031469
Low serum calcitriol	HP:0012052
Low urinary cyclic AMP response to PTH administration	HP:0003456
Low-frequency hearing loss	HP:0008542
Low-frequency sensorineural hearing impairment	HP:0008573
Low-grade fever	HP:0011134
Low-grade vesicoureteral reflux	HP:0033733
Low-molecular-weight proteinuria	HP:0003126
Low-output congestive heart failure	HP:0009805
Low-set ears	HP:0000369
Low-set nipples	HP:0002562
Low-set, posteriorly rotated ears	HP:0000368
